4;Polymorph;Level 4 Verwandlungsmagie;1 Aktion;18 m;V, G, M;Konzentration, bis zu 1 h;(ein Raupenkokon) Du versuchst, eine Kreatur, die du innerhalb der Reichweite sehen kannst, in ein Tier zu verwandeln. Das Ziel muss einen WIS-Rettungswurf bestehen oder sich für die Dauer der Wirkung in eine Tiergestalt verwandeln. Diese Gestalt kann jedes Tier deiner Wahl sein, dessen Herausforderungsgrad gleich oder geringer ist als der des Ziels (oder dessen Stufe, falls es keinen Herausforderungsgrad hat). Die Spielwerte des Ziels werden durch den Werteblock der gewählten Bestie ersetzt, aber das Ziel behält seine Gesinnung, Persönlichkeit, seinen Kreaturentyp, seine TP und seine Trefferpunktwürfel. Ein Beispiel für Werteblöcke von Bestien findest du in Anhang B.<br><br>Das Ziel erhält so viele temporäre TP, wie die TP seiner Tiergestalt betragen. Diese temporären TP verfallen, sofern noch welche übrig sind, wenn der Zauber endet. Der Zauber endet vorzeitig für das Ziel, wenn es keine temporären TP mehr hat. Das Ziel ist in seinen Handlungen durch die Anatomie seiner neuen Gestalt eingeschränkt und kann weder sprechen noch Zauber wirken.<br><br>Die Ausrüstung des Ziels verschmilzt mit der neuen Gestalt. Die Kreatur kann diese Ausrüstung weder benutzen noch anderweitig davon profitieren.;Barde, Druide, Zauberer, Magier;
4;Erschütternder Schlag;Level 4 Verzauberung;1 Bonus Aktion, die du unmittelbar nach einem Treffer gegen eine Kreatur mit einer Nahkampfwaffe oder einem unbewaffneten Schlag ausführst;Selbst;V;Unmittelbar;"Das Ziel erleidet durch den Angriff zusätzlichen4d6psychischen Schaden und muss einen WIS-Rettungswurf bestehen; andernfalls befindet es sich bis zum Ende deines nächsten Zuges im Zustand „Betäubt"".<br><br><b>Auf höheren Level gewirkt:</b>Der zusätzliche Schaden erhöht sich um1d6 pro Zauberslot-Stufe über 4.";Paladin;
4;Steinform;Level 4 Verwandlungsmagie;1 Aktion;Berührung;V, G, M;Unmittelbar;(weicher Lehm) Du berührst einen Stein Gegenstand mittlerer Größe oder kleiner oder einen Steinabschnitt, der in keiner Dimension5 feet größer als ist, und formst ihn in eine beliebige Gestalt. Du könntest zum Beispiel einen großen Felsbrocken zu einer Waffe, einer Statue oder einer Truhe formen oder einen kleinen Durchgang durch eine Wand schaffen, die dick5 feet ist. Du könntest auch eine Steintür oder deren Rahmen formen, um die Tür zu versiegeln. Der von dir geschaffene Gegenstand kann bis zu zwei Scharniere und einen Riegel haben, feinere mechanische Details sind jedoch nicht möglich.;Artificer, Kleriker, Druide, Magier;
4;Steinhaut;Level 4 Verwandlungsmagie;1 Aktion;Berührung;V, G, M;Konzentration, bis zu 1 h;(Diamantstaub im Wert von über 100 GP, den der Zauber verbraucht) Bis zum Ende des Zaubers verfügt eine willige Kreatur, die du berührst, über Widerstand gegen Schlag-, Stich- und Schnittschaden.;Artificer, Druide, Waldläufer, Zauberer, Magier;
4;Aberration beschwören;Level 4 Beschwörung;1 Aktion;27 m;V, G, M;Konzentration, bis zu 1 h;"(ein eingelegtes Tentakel und ein Augapfel in einem mit Platin verzierten Fläschchen im Wert von über 400 GP) Du beschwörst einen abartigen Geist. Er manifestiert sich an einer freien Stelle, die du innerhalb der Reichweite sehen kannst, und verwendet den Charakterblock „Aberrant Spirit"". Wähle beim Wirken des Zaubers zwischen Beholderkin, Mind Flayer oder Slaad. Die Kreatur ähnelt einer Abart dieser Art, was bestimmte Details in ihrem Charakterblock bestimmt. Die Kreatur verschwindet, wenn ihre TP auf 0 sinken oder wenn der Zauber endet.<br><br>Das Wesen ist ein Verbündeter von dir und deinen Verbündeten. Im Kampf teilt es sich deine Initiative, ist jedoch unmittelbar nach dir an der Reihe. Es befolgt deine mündlichen Befehle (ohne dass du dafür eine Aktion aufwenden musst). Wenn du keine Befehle erteilst, führt es die Aktion „Ausweichen"" aus und nutzt seine Bewegung, um Gefahren auszuweichen.<br><br><b>Auf höheren Level gewirkt:</b>Verwende die Stufe des Zauberslots als Stufe des Zaubers im Charakterblatt.<br><br>Abartiges Geistmedium - Abart, neutral Rüstungsklasse: 11 + die Stufe des Zaubers TP: 40 + 10 für jede Zauberstufe über 4 Geschwindigkeit: 9 m.; Fliegen 9 m. (Schweben; nur Beholderkin) STÄ (Mod / Rett) GES (Mod / Rett) KON (Mod / Rett.) INT (Mod / Rett.) WIS (Mod / Rett.) CHA (Mod / Rett.) 16 (+3 / +3) 10 (+0 / +0) 15 (+2 / +2) 16 (+3 / +3) 10 (+0 / +0) 6 (-2 / -2) Immunitäten Psychische Sinne: Dunkelvision 18 m., Passive Wahrnehmung 10 Sprachen: Tiefsprache, versteht die Sprachen, die du kennst Herausforderungsgrad: Keiner (XP 0; PB entspricht deinem Fertigkeitsbonus) Eigenschaften Regeneration (nur Slaad). Der Geist gewinnt zu Beginn seines Zuges 5 TP zurück, wenn er mindestens 1 Trefferpunkt hat. Flüsternde Aura (nur Mind Flayer). Zu Beginn jedes Zuges des Geistes strahlt dieser psionische Energie aus, sofern er nicht den Zustand „Handlungsunfähig"" hat. WIS-Rettungswurf: SG entspricht deinem Zauberrettungs-DC, jede Kreatur (außer dir) im Umkreis5 feetvon des Geistes. Fehlschlag:2W6 Psionischer Schaden. Aktionen Mehrfachangriff. Der Geist führt eine Anzahl von Angriffen durch, die der Hälfte der Stufe dieses Zaubers entspricht (abgerundet). Klaue (nur Slaad). Nahkampfangriffswurf: Der Bonus entspricht deinem Zauberkampfmodifikator, Reichweite 1,5 m. Treffer:1W10 + 3 + die Stufe des Zaubers Schnittschaden, und das Ziel kann bis zum Beginn des nächsten Zuges des Geistes keine TP zurückgewinnen. Augenstrahl (nur Beholderkin). Fernkampfangriffswurf: Der Bonus entspricht deinem Zauberangriffsmodifikator, Reichweite 45 m. Treffer:1W8 + 3 + die Stufe des Zaubers psychischer Schaden. Psychischer Schlag (nur Mind Flayer). Nahkampfangriffswurf: Der Bonus entspricht deinem Zauberangriffsmodifikator, Reichweite 1,5 m. Treffer:1W8 + 3 + die Stufe des Zaubers psychischer Schaden.";Hexenmeister, Magier;
4;Konstrukt beschwören;Level 4 Beschwörung;1 Aktion;27 m;V, G, M;Konzentration, bis zu 1 h;"(eine Schatzkiste im Wert von über 400 GP) Du rufst den Geist eines Konstrukts herbei. Er manifestiert sich an einem freien Ort, den du innerhalb der Reichweite sehen kannst, und verwendet den Statusblock „Konstruktgeist"". Wenn du den Zauber wirkst, wähle ein Material: Ton, Metall oder Stein. Die Kreatur gleicht einer belebten Statue (du bestimmst das Aussehen) aus dem gewählten Material, das bestimmte Details in ihrem Statusblock bestimmt. Die Kreatur verschwindet, wenn ihre TP auf 0 sinken oder wenn der Zauber endet.<br><br>Die Kreatur ist ein Verbündeter von dir und deinen Verbündeten. Im Kampf teilt sich die Kreatur deine Initiative, ist jedoch unmittelbar nach dir an der Reihe. Sie befolgt deine verbalen Befehle (ohne dass du dafür eine Aktion aufwenden musst). Wenn du keine Befehle erteilst, führt sie die Aktion „Ausweichen"" aus und nutzt ihre Bewegung, um Gefahren auszuweichen.<br><br><b>Auf höheren Level gewirkt:</b>Verwende die Stufe des Zauberslots als Stufe des Zaubers im Charakterblatt.<br><br>Konstrukt-Geist Mittleres Konstrukt, neutral Rüstungsklasse: 13 + Zauberstufe TP: 40 + 15 pro Zauberstufe über 4 Geschwindigkeit: 9 m. STÄ (Mod / Rett) GES (Mod / Rett) KON (Mod / Rett) INT (Mod / Rett) WEI (Mod / Rett) CHA (Mod / Rett) 18 (+4 / +4) 10 (+0 / +0) 18 (+4 / +4) 14 (+2 / +2) 11 (+0 / +0) 5 (-3 / -3) Resistenzen: Gift Immunitäten: Verzaubert, Erschöpfung, Verängstigt, Gelähmt, Vergiftet Sinne: Dunkelheitssicht 18 m., Passive Wahrnehmung 10 Sprachen: Versteht die Sprachen, die du beherrschst Herausforderungsgrad: Keiner (XP 0; PB entspricht deinem Fertigkeitsbonus) Eigenschaften Erhitzter Körper (nur Metall). Eine Kreatur, die den Geist mit einem Nahkampfangriff trifft oder ihren Zug in einem Grapple mit dem Geist beginnt, erleidet1d10 Feuerschaden. Steinene Lethargie (nur Stein). Wenn eine Kreatur ihren Zug in10 feet Entfernung zum Geist beginnt, kann der Geist sie mit magischer Energie angreifen, sofern er sie sehen kann. WIS-Rettungswurf: SG entspricht deiner Zauber-Rettungs-SG, das Ziel. Fehlschlag: Bis zum Beginn seines nächsten Zuges kann das Ziel keine Gelegenheitsangriffe ausführen, und seine Geschwindigkeit wird halbiert. Aktionen Mehrfachangriff. Der Geist führt eine Anzahl von Schlagangriffen aus, die der Hälfte der Stufe dieses Zaubers entspricht (abgerundet). Schlag. Nahkampfangriffswurf: Der Bonus entspricht deinem Zauberangriffsmodifikator, Reichweite 1,5 m. Treffer:1W8 + 4 + die Stufe des Zaubers Bludgeoning-Schaden. Reaktionen Berserker-Ausbruch (nur Lehm). Auslöser: Der Geist erleidet Schaden durch eine Kreatur. Reaktion: Der Geist führt, sofern möglich, einen Schlagangriff gegen diese Kreatur aus oder bewegt sich um bis zur Hälfte seiner Geschwindigkeit auf diese Kreatur zu, ohne Gelegenheitsangriffe zu provozieren.";Artificer, Magier;
4;Elementar beschwören;Level 4 Beschwörung;1 Aktion;27 m;V, G, M;Konzentration, bis zu 1 h;"(Luft, ein Kieselstein, Asche und Wasser in einem mit Gold verzierten Fläschchen im Wert von 400+ GP) Du rufst einen Elementargeist herbei. Er manifestiert sich an einer freien Stelle, die du innerhalb der Reichweite sehen kannst, und verwendet den Elementargeist-Statistikblock. Wenn du den Zauber wirkst, wähle ein Element: Luft, Erde, Feuer oder Wasser. Die Kreatur ähnelt einer zweibeinigen Gestalt, die von dem gewählten Element umhüllt ist, welches bestimmte Details in ihrem Stat-Block bestimmt. Die Kreatur verschwindet, wenn ihre TP auf 0 sinken oder wenn der Zauber endet.<br><br>Die Kreatur ist ein Verbündeter von dir und deinen Verbündeten. Im Kampf teilt sich die Kreatur deine Initiative, ist jedoch unmittelbar nach dir an der Reihe. Sie befolgt deine verbalen Befehle (ohne dass du dafür eine Aktion aufwenden musst). Wenn du keine Befehle erteilst, führt sie die Aktion „Ausweichen"" aus und nutzt ihre Bewegung, um Gefahren auszuweichen.<br><br><b>Auf höheren Level gewirkt:</b>Verwende die Stufe des Zauberslots als Stufe des Zaubers im Charakterblatt.<br><br>Elementargeist Mittlerer Elementar, neutral Rüstungsklasse: 11 + Zauberstufe TP: 50 + 10 pro Zauberstufe über 4 Geschwindigkeit: 12 m.; Graben 12 m. (nur Erde); Fliegen 12 m. (Schweben; nur Luft); Schwimmen 12 m. (nur Wasser) STÄ (Mod / Rett) GES (Mod / Rett) KON (Mod / Rett) INT (Mod / Rett) WIS (Mod / Rett) CHA (Mod / Rett) 18 (+4 / +4) 15 (+2 / +2) 17 (+3 / +3) 4 (-3 / -3) 10 (+0 / +0) 16 (+3 / +3) Resistenzen: Säure (nur Wasser), Blitz und Donner (nur Luft), Durchbohrende und Schneidende Angriffe (nur Erde) Immunitäten: Immunitäten Feuer (nur Feuer), Gift; Erschöpfung, Lähmung, Versteinerung, Vergiftung Sinne: Dunkelvision60 ft, Passive Wahrnehmung 10 Sprachen: Ursprache, versteht die Sprachen, die du kennst Herausforderungsgrad: Keiner (XP 0; PB entspricht deinem Fertigkeitsbonus) Eigenschaften Amorphe Gestalt (nur Luft, Feuer und Wasser). Der Geist kann sich durch einen Raum bewegen, der so schmal ist wie1 inch breit, ohne dass dieser als schwieriges Gelände gilt. Aktionen Mehrfachangriff. Der Geist führt eine Anzahl an Schlagangriffen durch, die der Hälfte der Stufe dieses Zaubers entspricht (abgerundet). Schlag. Nahkampfangriffswurf: Der Bonus entspricht deinem Zauberangriffsmodifikator, Reichweite 1,5 m. Treffer:1W10 + 4 + die Stufe des Zaubers Bludgeoning- (nur Erde), Kälte- (nur Wasser), Blitz- (nur Luft) oder Feuerschaden (nur Feuer).";Druide, Waldläufer, Magier;
4;Giftige Sphäre;Level 4 Hervorrufung;1 Aktion;45 m;V, G, M;Unmittelbar;(Ein Tropfen Galle) Du zeigst auf einen Ort innerhalb der Reichweite, und ein leuchtender Säureball mit1-foot einem Durchmesser von schießt dorthin und explodiert in einem 20-footRadius von. Jede Kreatur in diesem Bereich muss einen DEX-Rettungswurf durchführen. Bei einem misslungenen Rettungswurf erleidet die 10d4Kreatur Säureschaden und am Ende ihres nächsten Zuges weiteren5d4 Säureschaden. Bei einem erfolgreichen Rettungswurf erleidet die Kreatur nur die Hälfte des ursprünglichen Schadens.<br><br><b>Auf höheren Level gewirkt:</b>Der Grundschaden erhöht sich um2d4 pro Zauberslot-Stufe über 4.;Zauberer, Magier;
4;Feuerwand;Level 4 Hervorrufung;1 Aktion;36 m;V, G, M;Konzentration, bis zu 1 min;"(ein Stück Holzkohle) Du erschaffst eine Feuerwand auf einer festen Oberfläche innerhalb der Reichweite. Du kannst die Wand bis zu60 feet lang,6 m hoch und1 foot dick gestalten oder eine ringförmige Wand mit einem Durchmesser20 feet von bis zu,6 m hoch und1 foot dick. Die Wand ist undurchsichtig und hält für die gesamte Dauer an.<br><br>Wenn die Wand erscheint, muss jedes Wesen in ihrem Wirkungsbereich einen Geschicklichkeitsrettungswurf durchführen; bei einem misslungenen Rettungswurf erleidet es5d8Feuerschaden, bei einem erfolgreichen Rettungswurf nur die Hälfte dieses Schadens.<br><br>Eine Seite der Mauer, die du beim Wirken dieses Zaubers auswählst, fügt jeder 5d8Kreatur Feuerschaden zu, die ihren Zug innerhalb10 feetvon von dieser Seite oder innerhalb der Mauer beendet. Eine Kreatur erleidet denselben Schaden, wenn sie in einem Zug zum ersten Mal die Mauer betritt oder ihren Zug dort beendet. Die andere Seite der Mauer fügt keinen Schaden zu.<br><br><b>Auf höheren Level gewirkt:</b>Der Schaden erhöht sich um1d8 pro Zauberslot-Stufe über 4.";Druide, Zauberer, Magier;
5;Objekte animieren;Level 5 Verwandlungsmagie;1 Aktion;36 m;V, G;Konzentration, bis zu 1 min;"Objekte bewegen sich auf deinen Befehl hin. Wähle eine Anzahl nichtmagischer Objekte in Reichweite aus, die weder getragen noch bei dir sind, nicht an einer Oberfläche befestigt sind und nicht gigantisch sind. Die maximale Anzahl an Objekten entspricht deinem Modifikator für die Zauberfertigkeit; bei dieser Anzahl zählt ein mittelgroßes oder kleineres Ziel als ein Objekt, ein großes Ziel als zwei und ein riesiges Ziel als drei.<br><br>Jedes Ziel erwacht zum Leben, lässt Beine sprießen und wird zu einem Konstrukt, das den Statusblock „Animiertes Objekt"" verwendet; diese Kreatur steht unter deiner Kontrolle, bis der Zauber endet oder bis ihre TP auf 0 sinken. Jede Kreatur, die du mit diesem Zauber erschaffst, ist ein Verbündeter von dir und deinen Verbündeten. Im Kampf teilt sie sich deine Initiative und ist unmittelbar nach dir an der Reihe.<br><br>Bis zum Ende des Zaubers kannst du eine Bonus Aktion ausführen, um jede Kreatur, die du mit diesem Zauber erschaffen hast, mental zu befehligen, sofern sich die Kreatur in500 feetdeiner Nähe befindet (wenn du mehrere Kreaturen kontrollierst, kannst du jede von ihnen gleichzeitig befehligen und jedem denselben Befehl erteilen). Wenn du keine Befehle erteilst, führt die Kreatur die Aktion „Ausweichen"" aus und bewegt sich nur, um Schaden zu vermeiden. Wenn die Kreatur auf 0 TP fällt, kehrt sie in ihre Objektform zurück, und jeglicher verbleibende Schaden wird auf diese Form übertragen.<br><br><b>Auf höheren Level gewirkt:</b>Der Slam-Schaden der Kreatur erhöht sich um1d4 (mittel oder kleiner),1W6 (groß) oder1d12 (riesig) für jede Zauberslot-Stufe über 5.<br><br>Bewegliches Objekt - riesiges oder kleineres Konstrukt, ohne Gesinnung Rüstungsklasse: 15 TP: 10 (mittelgroß oder kleiner), 20 (groß), 40 (riesig) Geschwindigkeit: 9 m. STÄ (Mod / Rett.) GES (Mod / Rett.) KON (Mod / Rett.) INT (Mod / Rett.) WEIS (Mod / Rett.) CHA (Mod / Rett.) 16 (+3 / +3) 10 (+0 / +0) 10 (+0 / +0) 3 (-4 / -4) 3 (-4 / -4) 1 (-1 / -1) Immunitäten: Gift, Psychisch, Verzaubert, Erschöpfung, Verängstigt, Gelähmt, Vergiftet Sinne: Blindsicht 9 m., Passive Wahrnehmung 6 Sprachen: Versteht die Sprachen, die du kennst Herausforderungsgrad: Keiner (XP 0; PB entspricht deinem Fertigkeitsbonus) Aktionen Zuschlagen. Nahkampfangriffswurf: Der Bonus entspricht deinem Zauberangriffsmodifikator, Reichweite 1,5 m. Treffer: Kraftschaden in Höhe von1d4 + 3 (mittel oder kleiner),2W6 + 3 + dein Modifikator für die Zauberfertigkeit (groß) oder2d12 + 3 + dein Modifikator für die Zauberfertigkeit (riesig).";Artificer, Barde, Zauberer, Magier;
5;Antilife Shell;Level 5 Bannmagie;1 Aktion;Selbst;V, G;Konzentration, bis zu 1 h;Für die Dauer des10-footZaubers strahlt eine Aura von dir aus. Die Aura verhindert, dass andere Wesen als Konstrukte und Untote sie passieren oder durchdringen können. Ein betroffenes Wesen kann durch die Barriere hindurch Zauber wirken oder Angriffe mit Fernkampf- oder Reichweitenwaffen ausführen.<br><br>Wenn du dich so bewegst, dass eine betroffene Kreatur gezwungen ist, die Barriere zu durchqueren, endet der Zauber.;Druide;
5;Erwachen;Level 5 Verwandlungsmagie;8 h;Berührung;V, G, M;Unmittelbar;"(ein Achat im Wert von 1.000+ GP, den der Zauber verbraucht) Du verbringst die Wirkzeit damit, magische Bahnen in einem Edelstein nachzuzeichnen, und berührst dann das Ziel. Das Ziel muss entweder ein Tier- oder Pflanzenwesen mit einer Intelligenz von 3 oder weniger oder eine natürliche Pflanze sein, die kein Lebewesen ist. Das Ziel erhält eine Intelligenz von 10 und die Fähigkeit, eine Sprache zu sprechen, die du beherrschst. Handelt es sich bei dem Ziel um eine natürliche Pflanze, wird sie zu einer Pflanzenkreatur und erhält die Fähigkeit, ihre Äste, Wurzeln, Ranken, Kletterpflanzen und dergleichen zu bewegen, sowie Sinne, die denen eines Menschen ähneln. Der Spielleiter wählt für die erweckte Pflanze passende Werte aus, beispielsweise die Werte für den „Erwachten Strauch"" oder den „Erwachten Baum"" aus dem Monsterhandbuch.<br><br>Das erweckte Ziel befindet sich 30 Tage lang oder so lange, bis du oder deine Verbündeten ihm Schaden zufügen, im Zustand „Verzaubert"". Wenn dieser Zustand endet, entscheidet die erweckte Kreatur, welche Haltung sie dir gegenüber einnimmt.";Barde, Druide;
5;"„Verbanne den Schlag""";Level 5 Beschwörung;1 Bonus Aktion, die du unmittelbar nach einem Treffer gegen eine Kreatur mit einer Nahkampfwaffe oder einem unbewaffneten Schlag ausführst;Selbst;V;Konzentration, bis zu 1 min;"Das Ziel, das vom Angriffstreffer getroffen wird, erleidet zusätzlichen5d10 Kraftschaden durch den Angriff. Wenn der Angriff die TP des Ziels auf 50 oder weniger reduziert, muss das Ziel einen CHA-Rettungswurf bestehen oder wird für die Dauer des Zaubers auf eine harmlose Halbebene versetzt. Dort befindet sich das Ziel im Zustand „Handlungsunfähig"". Wenn der Zauber endet, erscheint das Ziel wieder an der Stelle, die es verlassen hat, oder auf dem nächstgelegenen freien Feld, falls diese Stelle besetzt ist.";Paladin;
